CL_CD,CL_NM,AREA_NM,ADDR,BASE_YEAR,ALL_TOTAL_CO,JAN_VIEWS_CO,FEB_VIEWS_CO,MAR_VIEWS_CO,APR_VIEWS_CO,MAY_VIEWS_CO,JUN_VIEWS_CO,JULY_VIEWS_CO,AUG_VIEWS_CO,SEP_VIEWS_CO,OCT_VIEWS_CO,NOV_VIEWS_CO,DEC_VIEWS_CO
c1,관광지,송악카트체험장,제주특별자치도 서귀포시 대정읍 송악관광로 404,2022,92,0,0,0,0,0,0,0,0,0,92,0,0
c1,관광지,송악힐링풋스킨,제주특별자치도 서귀포시 대정읍 송악관광로 399,2022,62,0,0,0,0,0,0,0,0,0,62,0,0
c1,관광지,송죽사터,제주특별자치도 서귀포시 대정읍 안성리,2022,47,0,0,0,0,0,0,0,0,0,47,0,0
c1,관광지,쇠소깍,제주특별자치도 서귀포시 쇠소깍로 128,2022,4649,0,0,0,0,0,0,0,0,0,4649,0,0
c1,관광지,쇠소깍제트,제주특별자치도 서귀포시 쇠소깍로 151-8 (하효동),2022,264,0,0,0,0,0,0,0,0,0,264,0,0
c1,관광지,쇠소깍해변,제주특별자치도 서귀포시 하효동,2022,316,0,0,0,0,0,0,0,0,0,316,0,0
c1,관광지,쇠와꽃 승마장,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 88-17,2022,172,0,0,0,0,0,0,0,0,0,172,0,0
c1,관광지,수목원테마공원(야시장길&LED공원),제주특별자치도 제주시 은수길 69,2022,212,0,0,0,0,0,0,0,0,0,212,0,0
c1,관광지,수목원테마파크,제주특별자치도 제주시 은수길 69 (연동),2022,376,0,0,0,0,0,0,0,0,0,376,0,0
c1,관광지,수산저수지,제주특별자치도 제주시 애월읍 수산리 1,2022,127,0,0,0,0,0,0,0,0,0,127,0,0
c1,관광지,수악 (물오름),제주특별자치도 서귀포시 남원읍 516로 1042,2022,108,0,0,0,0,0,0,0,0,0,108,0,0
c1,관광지,수월봉,제주특별자치도 제주시 한경면 고산리 3760,2022,1840,0,0,0,0,0,0,0,0,0,1840,0,0
c1,관광지,수월봉 지질트레일,제주특별자치도 제주시 한경면 노을해안로 1013-70,2022,1849,0,0,0,0,0,0,0,0,0,1849,0,0
c1,관광지,수월이못,제주특별자치도 서귀포시 대정읍 안성리 1747,2022,76,0,0,0,0,0,0,0,0,0,76,0,0
c1,관광지,순례자의교회,제주특별자치도 제주시 한경면 일주서로 3960-24,2022,222,0,0,0,0,0,0,0,0,0,222,0,0
c1,관광지,숫모르편백나무숲길,제주특별자치도 제주시 516로 2596,2022,270,0,0,0,0,0,0,0,0,0,270,0,0
c1,관광지,쉬리의언덕,제주특별자치도 서귀포시 중문관광로72번길 114,2022,303,0,0,0,0,0,0,0,0,0,303,0,0
c1,관광지,쉼터마을 유수암리 농어촌체험마을,제주특별자치도 제주시 애월읍 유수암평화길 14,2022,122,0,0,0,0,0,0,0,0,0,122,0,0
c1,관광지,스누피가든,제주특별자치도 제주시 구좌읍 금백조로 930,2022,469,0,0,0,0,0,0,0,0,0,469,0,0
c1,관광지,스위트몽키,제주특별자치도 제주시 한경면 산양6길 6-9,2022,89,0,0,0,0,0,0,0,0,0,89,0,0
c1,관광지,스위트호텔 아로마,제주특별자치도 서귀포시 중문관광로72번길 67,2022,107,0,0,0,0,0,0,0,0,0,107,0,0
c1,관광지,스쿠버스쿨,제주특별자치도 제주시 서해안로 301,2022,45,0,0,0,0,0,0,0,0,0,45,0,0
c1,관광지,스프링데일CC,제주특별자치도 서귀포시 남원읍 서성로 459번지,2022,150,0,0,0,0,0,0,0,0,0,150,0,0
c1,관광지,시크릿가든촬영지,제주특별자치도 서귀포시 중문관광로 198 (중문동),2022,186,0,0,0,0,0,0,0,0,0,186,0,0
c1,관광지,신대산전망대,제주특별자치도 제주시 추자면 예초리,2022,55,0,0,0,0,0,0,0,0,0,55,0,0
c1,관광지,신대해안,제주특별자치도 제주시 추자면 예초리 77,2022,41,0,0,0,0,0,0,0,0,0,41,0,0
c1,관광지,신도포구,제주특별자치도 서귀포시 대정읍 신도리,2022,116,0,0,0,0,0,0,0,0,0,116,0,0
c1,관광지,신비의도로,제주특별자치도 제주시 1100로 2894-63,2022,437,0,0,0,0,0,0,0,0,0,437,0,0
c1,관광지,신비의도로카트체험장,제주특별자치도 제주시 노형동 187-3,2022,148,0,0,0,0,0,0,0,0,0,148,0,0
c1,관광지,신산공원,제주특별자치도 제주시 신산로 92-12,2022,256,0,0,0,0,0,0,0,0,0,256,0,0
c1,관광지,신산신양해안도로 (해산물),제주특별자치도 서귀포시 성산읍 고성리,2022,82,0,0,0,0,0,0,0,0,0,82,0,0
c1,관광지,신산환해장성,제주특별자치도 서귀포시 성산읍 신산리,2022,75,0,0,0,0,0,0,0,0,0,75,0,0
c1,관광지,신양섭지해수욕장,제주특별자치도 서귀포시 성산읍 섭지코지로 107,2022,248,0,0,0,0,0,0,0,0,0,248,0,0
c1,관광지,신양포구,제주특별자치도 서귀포시 성산읍 고성리,2022,74,0,0,0,0,0,0,0,0,0,74,0,0
c1,관광지,신양항(하추자항),제주특별자치도 제주시 추자면 신양리,2022,61,0,0,0,0,0,0,0,0,0,61,0,0
c1,관광지,신양해안도로,제주특별자치도 서귀포시 성산읍 신고로,2022,86,0,0,0,0,0,0,0,0,0,86,0,0
c1,관광지,신엄포구,제주특별자치도 제주시 애월읍 애월해안로,2022,82,0,0,0,0,0,0,0,0,0,82,0,0
c1,관광지,신창~차귀해안도로,제주특별자치도 제주시 한경면 한경해안로 470,2022,318,0,0,0,0,0,0,0,0,0,318,0,0
c1,관광지,신창리포구,제주특별자치도 제주시 한경면 신창리,2022,98,0,0,0,0,0,0,0,0,0,98,0,0
c1,관광지,신창풍차해안도로,제주특별자치도 제주시 한경면 신창리 1322-1,2022,833,0,0,0,0,0,0,0,0,0,833,0,0
c1,관광지,신천리 벽화마을,제주특별자치도 서귀포시 성산읍 신천리,2022,125,0,0,0,0,0,0,0,0,0,125,0,0
c1,관광지,신천리(용궁올레),제주특별자치도 서귀포시 표선면 신천리,2022,101,0,0,0,0,0,0,0,0,0,101,0,0
c1,관광지,신풍리 밭담길,제주특별자치도 서귀포시 성산읍 신풍하동로 39,2022,136,0,0,0,0,0,0,0,0,0,136,0,0
c1,관광지,신화워터파크,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,2022,184,0,0,0,0,0,0,0,0,0,184,0,0
c1,관광지,신화테마파크,서귀포시 안덕면 신화역사로304번길 98,2022,378,0,0,0,0,0,0,0,0,0,378,0,0
c1,관광지,신효 생활개선회,제주특별자치도 서귀포시 효돈순환로 44,2022,74,0,0,0,0,0,0,0,0,0,74,0,0
c1,관광지,신효베스트마을,제주특별자치도 서귀포시 일주동로 8190,2022,70,0,0,0,0,0,0,0,0,0,70,0,0
c1,관광지,신흥2리 동백마을,제주특별자치도 서귀포시 남원읍 한신로531번길 22-1,2022,252,0,0,0,0,0,0,0,0,0,252,0,0
c1,관광지,신흥리 동백 & 향나무길,제주특별자치도 서귀포시 남원읍 수망리 59,2022,92,0,0,0,0,0,0,0,0,0,92,0,0
c1,관광지,심헌갤러리,제주특별자치도 제주시 아란14길 3,2022,99,0,0,0,0,0,0,0,0,0,99,0,0
c1,관광지,싱계물 공원,제주 제주시 한경면 신창리 1322-1,2022,430,0,0,0,0,0,0,0,0,0,430,0,0
c1,관광지,쌍용굴(한림공원),제주특별자치도 제주시 한림읍 한림로 300,2022,156,0,0,0,0,0,0,0,0,0,156,0,0
c1,관광지,썬플라워의원,제주특별자치도 제주시 한림읍 금능남로 127,2022,115,0,0,0,0,0,0,0,0,0,115,0,0
c1,관광지,씨에스호텔 프라이빗스파,제주특별자치도 서귀포시 중문관광로 198,2022,108,0,0,0,0,0,0,0,0,0,108,0,0
c1,관광지,아끈다랑쉬,제주특별자치도 제주시 구좌읍 세화리 2593,2022,492,0,0,0,0,0,0,0,0,0,492,0,0
c1,관광지,아날로그감귤밭,제주특별자치도 제주시 해안마을8길 46,2022,520,0,0,0,0,0,0,0,0,0,520,0,0
c1,관광지,아라고나이트 온천(디아넥스호텔),제주특별자치도 서귀포시 안덕면 산록남로762번길 71,2022,298,0,0,0,0,0,0,0,0,0,298,0,0
c1,관광지,아라리오뮤지엄동문모텔1,제주특별자치도 제주시 산지로 37-5,2022,69,0,0,0,0,0,0,0,0,0,69,0,0
c1,관광지,아라리오뮤지엄동문모텔2,제주특별자치도 제주시 산지로 23,2022,78,0,0,0,0,0,0,0,0,0,78,0,0
c1,관광지,아라리오뮤지엄탑동시네마,제주특별자치도 제주시 삼도2동 1261-8,2022,147,0,0,0,0,0,0,0,0,0,147,0,0
c1,관광지,아르떼뮤지엄,제주특별자치도 제주시 애월읍 어림비로 478,2022,421,0,0,0,0,0,0,0,0,0,421,0,0
c1,관광지,아름다운피부과,"제주특별자치도 제주시 도령로 5 명은빌딩 2,3,5,7층",2022,76,0,0,0,0,0,0,0,0,0,76,0,0
c1,관광지,아부오름,제주특별자치도 제주시 구좌읍 송당리 산 164-1,2022,1564,0,0,0,0,0,0,0,0,0,1564,0,0
c1,관광지,아이리스촬영지(하얀등대),제주특별자치도 서귀포시 표선면,2022,150,0,0,0,0,0,0,0,0,0,150,0,0
c1,관광지,아이스뮤지엄,제주특별자치도 제주시 은수길 69,2022,419,0,0,0,0,0,0,0,0,0,419,0,0
c1,관광지,아일랜드에프,"제주특별자치도 서귀포시 성산읍 성산등용로 112-7, 2층",2022,118,0,0,0,0,0,0,0,0,0,118,0,0
c1,관광지,아침미소목장,제주특별자치도 제주시 첨단동길 160-20,2022,391,0,0,0,0,0,0,0,0,0,391,0,0
c1,관광지,아침한의원,제주특별자치도 제주시 한림읍 한림중앙로 31,2022,68,0,0,0,0,0,0,0,0,0,68,0,0
c1,관광지,아쿠아플라넷 제주,제주특별자치도 서귀포시 성산읍 섭지코지로 95,2022,1404,0,0,0,0,0,0,0,0,0,1404,0,0
c1,관광지,아프리카박물관,제주특별자치도 서귀포시 이어도로 49,2022,223,0,0,0,0,0,0,0,0,0,223,0,0
c1,관광지,아홉굿마을 낙천리 농어촌체험마을,한경면 낙수로 97,2022,109,0,0,0,0,0,0,0,0,0,109,0,0
c1,관광지,안덕계곡,제주특별자치도 서귀포시 안덕면 일주서로 1524,2022,459,0,0,0,0,0,0,0,0,0,459,0,0
c1,관광지,안덕면 사계어촌계,제주특별자치도 서귀포시 안덕면 형제해안로 20,2022,145,0,0,0,0,0,0,0,0,0,145,0,0
c1,관광지,안돌오름,제주특별자치도 제주시 구좌읍 송당리 산 66-2,2022,681,0,0,0,0,0,0,0,0,0,681,0,0
c1,관광지,"안세미 (명도오름,明道岳)",제주특별자치도 제주시 번영로 940,2022,64,0,0,0,0,0,0,0,0,0,64,0,0
c1,관광지,알뜨르비행장,제주특별자치도 서귀포시 대정읍 상모리 1670,2022,420,0,0,0,0,0,0,0,0,0,420,0,0
c1,관광지,"알밤(알바매기, 알밤오름)",제주특별자치도 제주시 조천읍 선흘남4길 229,2022,95,0,0,0,0,0,0,0,0,0,95,0,0
c1,관광지,알오름(성산읍),제주특별자치도 서귀포시 성산읍 시흥상동로,2022,79,0,0,0,0,0,0,0,0,0,79,0,0
c1,관광지,알오름(표선면),제주특별자치도 서귀포시 표선면 토산리 산 11,2022,117,0,0,0,0,0,0,0,0,0,117,0,0
c1,관광지,알작지해변,제주특별자치도 제주시 테우해안로 60,2022,222,0,0,0,0,0,0,0,0,0,222,0,0
c1,관광지,알제이,제주특별자치도 제주시 한경면 고산로 13-4 2F,2022,72,0,0,0,0,0,0,0,0,0,72,0,0
c1,관광지,알진오름(안친오름),제주특별자치도 제주시 구좌읍 송당리 880-1,2022,110,0,0,0,0,0,0,0,0,0,110,0,0
c1,관광지,알프스승마장포니,제주특별자치도 서귀포시 표선면 서성일로 73,2022,74,0,0,0,0,0,0,0,0,0,74,0,0
c1,관광지,애월 하물,제주특별자치도 제주시 애월읍 애월로11길 6,2022,156,0,0,0,0,0,0,0,0,0,156,0,0
c1,관광지,애월 한담 카약,제주 제주시 애월읍 애월로1길 25,2022,198,0,0,0,0,0,0,0,0,0,198,0,0
c1,관광지,애월스쿠버다이빙스쿨,제주특별자치도 제주시 애월읍 애월로13길 45,2022,119,0,0,0,0,0,0,0,0,0,119,0,0
c1,관광지,애월연대,제주특별자치도 제주시 애월읍 애월리 1975,2022,62,0,0,0,0,0,0,0,0,0,62,0,0
c1,관광지,애월한담해안산책로,제주특별자치도 제주시 애월읍 곽지리 1359,2022,2180,0,0,0,0,0,0,0,0,0,2180,0,0
c1,관광지,애월해안도로,제주특별자치도 제주시 애월읍 애월해안로,2022,1149,0,0,0,0,0,0,0,0,0,1149,0,0
c1,관광지,애월환해장성,제주특별자치도 제주시 애월읍 애월로3길 60,2022,93,0,0,0,0,0,0,0,0,0,93,0,0
c1,관광지,액트(AC.lll.T) 볼링장,제주특별자치도 서귀포시 안덕면 신화역사로304번길 98,2022,78,0,0,0,0,0,0,0,0,0,78,0,0
c1,관광지,액티브파크,제주특별자치도 제주시 한림읍 금능남로 76,2022,348,0,0,0,0,0,0,0,0,0,348,0,0
c1,관광지,약천사,제주특별자치도 서귀포시 이어도로 293-28,2022,696,0,0,0,0,0,0,0,0,0,696,0,0
c1,관광지,약천사 템플스테이,제주특별자치도 서귀포시 이어도로 293-28 (대포동),2022,141,0,0,0,0,0,0,0,0,0,141,0,0
c1,관광지,어리목계곡,제주특별자치도 제주시 1100로 2070-61,2022,138,0,0,0,0,0,0,0,0,0,138,0,0
c1,관광지,어린이교통공원,제주특별자치도 제주시 명림로 437 (봉개동 4.3 공원 맞은편),2022,109,0,0,0,0,0,0,0,0,0,109,0,0
c1,관광지,어승생,제주특별자치도 제주시 해안동 1100도로 555번지 (해안동 산220-12번지),2022,480,0,0,0,0,0,0,0,0,0,480,0,0
c1,관광지,어승생승마장 Horseland Jeju,제주특별자치도 제주시 1100로 2659 (노형동),2022,1,0,0,0,0,0,0,0,0,0,1,0,0
c1,관광지,어영공원,제주특별자치도 제주시 서해안로 452 (맞은편 공원),2022,123,0,0,0,0,0,0,0,0,0,123,0,0
c1,관광지,엄바위장승,제주특별자치도 제주시 추자면 예초리 332,2022,51,0,0,0,0,0,0,0,0,0,51,0,0
c1,관광지,엉덩물계곡,제주특별자치도 서귀포시 중문관광로 192,2022,241,0,0,0,0,0,0,0,0,0,241,0,0
c1,관광지,엉또폭포,제주특별자치도 서귀포시 염돈로 121-8 (강정동),2022,344,0,0,0,0,0,0,0,0,0,344,0,0
c1,관광지,엉알해안,제주특별자치도 제주시 한경면 고산리 3427-33,2022,139,0,0,0,0,0,0,0,0,0,139,0,0
c1,관광지,엉알해안산책로,제주특별자치도 제주시 한경면 노을해안로 1143,2022,225,0,0,0,0,0,0,0,0,0,225,0,0
c1,관광지,에버리스 골프리조트,제주특별자치도 제주시 애월읍 평화로 1693-75,2022,58,0,0,0,0,0,0,0,0,0,58,0,0
c1,관광지,에코랜드 테마파크,제주특별자치도 제주시 조천읍 번영로 1278-169,2022,1676,0,0,0,0,0,0,0,0,0,1676,0,0
c1,관광지,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,2022,656,0,0,0,0,0,0,0,0,0,656,0,0
c1,관광지,연대포구,제주특별자치도 제주시 외도2동,2022,82,0,0,0,0,0,0,0,0,0,82,0,0
c1,관광지,연미마을(오라리 방화사건 현장),제주특별자치도,2022,122,0,0,0,0,0,0,0,0,0,122,0,0
c1,관광지,연북정,제주특별자치도 제주시 조천읍 조천리 2690,2022,119,0,0,0,0,0,0,0,0,0,119,0,0
c1,관광지,연화못,제주특별자치도 제주시 애월읍 고하상로,2022,123,0,0,0,0,0,0,0,0,0,123,0,0
c1,관광지,열리해안길,제주특별자치도 서귀포시 하예동,2022,109,0,0,0,0,0,0,0,0,0,109,0,0
c1,관광지,영남동,제주특별자치도 서귀포시 산록남로 1966-34,2022,79,0,0,0,0,0,0,0,0,0,79,0,0
c1,관광지,영등할망 신화공원,제주 제주시 한림읍 귀덕11길 19,2022,134,0,0,0,0,0,0,0,0,0,134,0,0
c1,관광지,영모원,제주특별자치도 제주시 애월읍 하귀리 1130-1,2022,112,0,0,0,0,0,0,0,0,0,112,0,0
c1,관광지,영실기암,제주특별자치도 서귀포시 하원동,2022,153,0,0,0,0,0,0,0,0,0,153,0,0
c1,관광지,영주산,제주특별자치도 서귀포시 표선면 번영로,2022,262,0,0,0,0,0,0,0,0,0,262,0,0
c1,관광지,영천악(영천오름),제주특별자치도 서귀포시 516로 652,2022,70,0,0,0,0,0,0,0,0,0,70,0,0
c1,관광지,예래생태체험관,제주특별자치도 서귀포시 예래로 213,2022,137,0,0,0,0,0,0,0,0,0,137,0,0
c1,관광지,예래해안도로,제주특별자치도 서귀포시 예래해안로,2022,115,0,0,0,0,0,0,0,0,0,115,0,0
c1,관광지,예술공간 이아,제주특별자치도 제주시 중앙로14길 21,2022,78,0,0,0,0,0,0,0,0,0,78,0,0
c1,관광지,예절이오름(여절악),제주특별자치도 서귀포시 남원읍 신흥리 산 18,2022,84,0,0,0,0,0,0,0,0,0,84,0,0
c1,관광지,예초리,제주특별자치도 제주시 추자도 예초리,2022,40,0,0,0,0,0,0,0,0,0,40,0,0
c1,관광지,예초리기정길,제주특별자치도 제주시 추자면 예초리 산 1,2022,48,0,0,0,0,0,0,0,0,0,48,0,0
c1,관광지,예초리포구,제주특별자치도 제주시 추자면 추자로 753,2022,33,0,0,0,0,0,0,0,0,0,33,0,0
c1,관광지,예초리해변,제주특별자치도 제주시 추자면 예초리,2022,58,0,0,0,0,0,0,0,0,0,58,0,0
c1,관광지,오라동 청보리-메밀꽃밭,제주특별자치도 제주시 오라2동 산 76,2022,985,0,0,0,0,0,0,0,0,0,985,0,0
c1,관광지,오래물,제주특별자치도 제주시 도공로 2,2022,76,0,0,0,0,0,0,0,0,0,76,0,0
c1,관광지,오름터 민속마을,제주특별자치도 서귀포시 표선면 성읍정의현로 99,2022,89,0,0,0,0,0,0,0,0,0,89,0,0
c1,관광지,오림반,제주특별자치도 서귀포시 남원읍 신례리,2022,69,0,0,0,0,0,0,0,0,0,69,0,0
c1,관광지,오백나한,제주특별자치도 서귀포시 영실로 245 (하원동),2022,92,0,0,0,0,0,0,0,0,0,92,0,0
c1,관광지,오설록티뮤지엄,제주특별자치도 서귀포시 안덕면 신화역사로 15,2022,1415,0,0,0,0,0,0,0,0,0,1415,0,0
c1,관광지,오조포구,제주특별자치도 서귀포시 성산읍 오조리,2022,190,0,0,0,0,0,0,0,0,0,190,0,0
c1,관광지,오페라 옴니아 : 라파엘로展,제주특별자치도 서귀포시 안덕면 녹차분재로 218,2022,86,0,0,0,0,0,0,0,0,0,86,0,0
c1,관광지,오현단,제주특별자치도 제주시 오현길 61,2022,125,0,0,0,0,0,0,0,0,0,125,0,0
c1,관광지,옥돔마을,제주특별자치도 서귀포시 남원읍 남태해안로 508,2022,168,0,0,0,0,0,0,0,0,0,168,0,0
c1,관광지,온평리 포구,제주특별자치도 서귀포시 성산읍 온평리,2022,114,0,0,0,0,0,0,0,0,0,114,0,0
c1,관광지,온평리 환해장성,제주특별자치도 서귀포시 성산읍 환해장성로 732,2022,119,0,0,0,0,0,0,0,0,0,119,0,0
c1,관광지,올레여행자센터,제주특별자치도 서귀포시 중정로 22,2022,449,0,0,0,0,0,0,0,0,0,449,0,0
c1,관광지,올레캠프 본점 알파캠프,제주특별자치도 서귀포시 성산읍 고성오조로 106,2022,115,0,0,0,0,0,0,0,0,0,115,0,0
c1,관광지,옷귀마테마타운,제주특별자치도 서귀포시 남원읍 서성로 955-117,2022,151,0,0,0,0,0,0,0,0,0,151,0,0
c1,관광지,옹포천,제주특별자치도 제주시 한림읍 한림로 563,2022,77,0,0,0,0,0,0,0,0,0,77,0,0
c1,관광지,옹포포구,제주특별자치도 제주시 한림읍 옹포리,2022,77,0,0,0,0,0,0,0,0,0,77,0,0
c1,관광지,와흘본향당,제주특별자치도 제주시 조천읍 와흘리 1274-1,2022,134,0,0,0,0,0,0,0,0,0,134,0,0
c1,관광지,왈종미술관,제주특별자치도 서귀포시 칠십리로214번길 30,2022,100,0,0,0,0,0,0,0,0,0,100,0,0
c1,관광지,왕이메오름,제주특별자치도 서귀포시 안덕면 광평리 산 79,2022,287,0,0,0,0,0,0,0,0,0,287,0,0
c1,관광지,외돌개,제주특별자치도 서귀포시 서홍동 791,2022,1138,0,0,0,0,0,0,0,0,0,1138,0,0
c1,관광지,요가느림원,제주특별자치도 제주시 원노형2길 33,2022,49,0,0,0,0,0,0,0,0,0,49,0,0
c1,관광지,용눈이오름,제주특별자치도 제주시 구좌읍 종달논길,2022,760,0,0,0,0,0,0,0,0,0,760,0,0
c1,관광지,용담 1동 벽화거리,제주특별자치도 제주시 서문로5길 1,2022,90,0,0,0,0,0,0,0,0,0,90,0,0
c1,관광지,용담/용두암 해안도로,제주특별자치도 제주시 서해안로 687-8,2022,274,0,0,0,0,0,0,0,0,0,274,0,0
c1,관광지,용담레포츠공원,제주특별자치도 제주시 서해안로 580,2022,186,0,0,0,0,0,0,0,0,0,186,0,0
c1,관광지,용두암,제주특별자치도 제주시 용두암길 15,2022,1648,0,0,0,0,0,0,0,0,0,1648,0,0
c1,관광지,용두암해안도로카페거리,제주특별자치도 제주시 용담3동,2022,483,0,0,0,0,0,0,0,0,0,483,0,0
c1,관광지,용둠범목제계단길,제주특별자치도 제주시 추자면 영흥리,2022,61,0,0,0,0,0,0,0,0,0,61,0,0
c1,관광지,용머리해안,제주특별자치도 서귀포시 안덕면 사계리,2022,4787,0,0,0,0,0,0,0,0,0,4787,0,0
c1,관광지,용수항,제주특별자치도 제주시 한경면 용수리,2022,68,0,0,0,0,0,0,0,0,0,68,0,0
c1,관광지,용연,제주특별자치도 제주시 흥운길 73,2022,539,0,0,0,0,0,0,0,0,0,539,0,0
c1,관광지,용연카누클럽,제주특별자치도 제주시 용담2동 438,2022,68,0,0,0,0,0,0,0,0,0,68,0,0
c1,관광지,우도 득성이코지,제주특별자치도 제주시 우도면 연평리,2022,106,0,0,0,0,0,0,0,0,0,106,0,0
c1,관광지,우도 봉수대,제주특별자치도 제주시 우도면 연평리 798,2022,103,0,0,0,0,0,0,0,0,0,103,0,0
c1,관광지,우도 비양도,제주특별자치도 제주시 우도면 연평리,2022,436,0,0,0,0,0,0,0,0,0,436,0,0
c1,관광지,우도(해양도립공원),제주특별자치도 제주시 우도면 삼양고수물길 1,2022,10117,0,0,0,0,0,0,0,0,0,10117,0,0
c1,관광지,우도등대,제주특별자치도 제주시 우도면 우도봉길 105,2022,215,0,0,0,0,0,0,0,0,0,215,0,0
c1,관광지,우도봉 ATV,제주특별자치도 제주시 우도면 우도봉길 47,2022,240,0,0,0,0,0,0,0,0,0,240,0,0
c1,관광지,우도봉 풍경,제주특별자치도 제주시 우도면 연평리 1,2022,139,0,0,0,0,0,0,0,0,0,139,0,0
c1,관광지,우도산호해변 홍조단괴 서빈백사,제주특별자치도 제주시 우도면 우도해안길 252,2022,574,0,0,0,0,0,0,0,0,0,574,0,0
c1,관광지,우도스쿠터여행,제주특별자치도 제주시 우도면 2395-5,2022,149,0,0,0,0,0,0,0,0,0,149,0,0
c1,관광지,우도올레보트,제주특별자치도 제주시 우도면 연평리 2562-1,2022,279,0,0,0,0,0,0,0,0,0,279,0,0
c1,관광지,우도잠수함(제주씨월드),제주특별자치도 서귀포시 성산읍 성산등용로 130-21,2022,361,0,0,0,0,0,0,0,0,0,361,0,0
c1,관광지,우도징기스칸승마체험,제주특별자치도 제주시 우도면 우도해안길 446,2022,133,0,0,0,0,0,0,0,0,0,133,0,0
c1,관광지,우포토 시네마 갤러리 카페,제주특별자치도 서귀포시 대정읍 상모로 216-2,2022,86,0,0,0,0,0,0,0,0,0,86,0,0
c1,관광지,"웃밤(웃바매기,웃밤오름)",제주특별자치도 제주시 조천읍 선흘리 산 84,2022,66,0,0,0,0,0,0,0,0,0,66,0,0
c1,관광지,웃세오름(누운오름),제주특별자치도 제주시 애월읍 1100로 1579-25,2022,60,0,0,0,0,0,0,0,0,0,60,0,0
c1,관광지,웃세오름(족은오름),제주특별자치도 제주시 애월읍 평화로,2022,67,0,0,0,0,0,0,0,0,0,67,0,0
c1,관광지,원당봉,제주특별자치도 제주시 원당로16길 16-30,2022,148,0,0,0,0,0,0,0,0,0,148,0,0
c1,관광지,원동,제주특별자치도 제주시 애월읍 소길리 1364 일대,2022,70,0,0,0,0,0,0,0,0,0,70,0,0
c1,관광지,원앙카라반캠핑장앤야영장,제주특별자치도 서귀포시 돈내코로 120,2022,136,0,0,0,0,0,0,0,0,0,136,0,0
c1,관광지,원앙폭포,제주특별자치도 서귀포시 돈내코로 137,2022,401,0,0,0,0,0,0,0,0,0,401,0,0
c1,관광지,월나봉(도래오름),제주특별자치도 서귀포시 안덕면 감산리 1148 일대,2022,54,0,0,0,0,0,0,0,0,0,54,0,0
c1,관광지,월대천,제주특별자치도 제주시 월대6길 5,2022,98,0,0,0,0,0,0,0,0,0,98,0,0
c1,관광지,월라봉 진지동굴 (안덕면),제주 서귀포시 안덕면 감산리,2022,109,0,0,0,0,0,0,0,0,0,109,0,0
c1,관광지,월라봉(효돈),제주특별자치도 서귀포시 월라봉로,2022,94,0,0,0,0,0,0,0,0,0,94,0,0
c1,관광지,월라사,제주특별자치도 서귀포시 효돈순환로 415,2022,76,0,0,0,0,0,0,0,0,0,76,0,0
c1,관광지,월령선인장군락지,제주특별자치도 제주시 한림읍 월령3길 27-4,2022,847,0,0,0,0,0,0,0,0,0,847,0,0
c1,관광지,월령포구,제주특별자치도 제주시 한림읍 월평리,2022,97,0,0,0,0,0,0,0,0,0,97,0,0
c1,관광지,월정리 카약체험장,제주특별자치도 제주시 구좌읍 일주동로 2361-2,2022,380,0,0,0,0,0,0,0,0,0,380,0,0
c1,관광지,월정리해변,제주특별자치도 제주시 구좌읍 월정리 33-3,2022,1498,0,0,0,0,0,0,0,0,0,1498,0,0
c1,관광지,월정리해안도로,제주특별자치도 제주시 구좌읍 월정리 652-4,2022,179,0,0,0,0,0,0,0,0,0,179,0,0
c1,관광지,월평포구,제주특별자치도 서귀포시 말질로 462,2022,160,0,0,0,0,0,0,0,0,0,160,0,0
c1,관광지,위미리 동백나무군락,제주특별자치도 서귀포시 남원읍 위미중앙로300번길 23-7,2022,410,0,0,0,0,0,0,0,0,0,410,0,0
c1,관광지,위미항,제주특별자치도 서귀포시 남원읍 위미중앙로196번길 6-13,2022,144,0,0,0,0,0,0,0,0,0,144,0,0
c1,관광지,윈드1947 카트 테마파크,제주특별자치도 서귀포시 토평공단로 78-27,2022,280,0,0,0,0,0,0,0,0,0,280,0,0
c1,관광지,윗세오름(웃세오름),제주특별자치도 제주시 애월읍 광령리 산 183-1,2022,743,0,0,0,0,0,0,0,0,0,743,0,0
c1,관광지,유건에오름,제주특별자치도 서귀포시 성산읍 난산리 2302,2022,84,0,0,0,0,0,0,0,0,0,84,0,0
c1,관광지,유리멘탈 스튜디오,제주특별자치도 제주시 한경면 낙수로12길,2022,104,0,0,0,0,0,0,0,0,0,104,0,0
c1,관광지,유민미술관,제주특별자치도 서귀포시 성산읍 고성리 21,2022,384,0,0,0,0,0,0,0,0,0,384,0,0
c1,관광지,육시우영,제주특별자치도 제주시 애월읍 하가리,2022,62,0,0,0,0,0,0,0,0,0,62,0,0
c1,관광지,율랜드 다이브센터,제주특별자치도 서귀포시 칠십리로 490,2022,59,0,0,0,0,0,0,0,0,0,59,0,0
c1,관광지,이니스프리제주하우스,제주특별자치도 서귀포시 안덕면 신화역사로 23,2022,354,0,0,0,0,0,0,0,0,0,354,0,0
